id,set,human_score,sentence_count,word_count,avg_word_length,misspell_words,char_4,char_6,char_8,char_10,char_12,mean_char,std_char,word_10,word_18,word_25,mean_word,std_word,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,pos_10,pos_11,pos_12,pos_13,pos_14,pos_15,pos_16,pos_17,pos_18,pos_19,pos_20,pos_21,pos_22,pos_23,pos_24,pos_25,pos_26,pos_27,pos_28,pos_29,pos_30,pos_31,pos_32,pos_33,pos_34,pos_35,beauty_score,vocabulory_score,maturity_score,bag_of_words_score
8864,4,0,2,39,42.8205128205,9,14,6,1,0,0,4.28205128205,1.93239308888,2,1,0,19.5,2.5,2,5,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1,1,0,3,0,1,1,0,0,1,0,0,7,0,0,0,1,0.501249903766,10,4.948,0
8865,4,2,6,136,47.2794117647,5,61,32,12,3,1,4.72794117647,2.52532920264,5,4,2,22.6666666667,13.8283123418,8,22,0,21,1,4,0,0,0,0,0,0,0,0,7,0,0,38,3,5,0,3,5,3,0,0,3,2,2,0,7,0,0,0,0,1.69966070868,43,6.38372093023,0.0
8866,4,2,7,65,47.8461538462,2,28,14,8,0,0,4.78461538462,2.42701145761,3,0,0,9.28571428571,4.49489506359,2,7,0,6,1,2,0,0,0,0,0,0,0,0,3,2,0,11,3,0,0,1,0,2,1,0,1,3,1,0,4,0,0,0,0,1.10629650669,26,5.40269230769,0
8867,4,2,10,128,44.375,9,50,20,6,3,1,4.4375,2.22282362816,6,3,0,12.8,7.7045441137,2,12,0,13,7,4,0,0,0,0,0,0,0,0,5,0,0,14,3,5,0,3,7,8,0,0,6,5,2,0,1,0,0,0,0,1.57383096844,55,5.71145454545,0
8868,4,1,6,71,45.3521126761,3,29,9,5,0,0,4.53521126761,1.97723461947,4,1,1,11.8333333333,7.69018133004,3,19,0,8,1,2,0,0,0,0,0,0,0,0,1,0,0,18,1,0,0,0,0,1,0,0,4,1,1,1,5,0,0,0,2,0.456113284195,29,5.6324137931,0.0
8869,4,0,4,92,43.0434782609,4,36,11,3,0,0,4.30434782609,1.78970886229,3,3,2,23.0,14.3352711868,3,14,0,12,1,2,0,0,0,0,1,0,0,0,3,0,0,19,0,3,0,6,0,5,0,0,3,4,3,1,7,1,0,0,2,1.28247629014,39,5.50743589744,0.0
8870,4,1,5,82,44.512195122,0,35,15,7,1,0,4.4512195122,2.23966729796,4,3,0,16.4,8.49941174435,4,13,0,8,4,4,0,0,0,0,0,0,0,0,6,0,0,14,1,0,0,7,3,2,0,0,0,4,4,1,5,0,0,0,1,1.45729560254,30,5.614,0
8871,4,1,3,32,40.9375,0,11,3,1,0,0,4.09375,1.82030438787,2,1,0,10.6666666667,8.57645355351,2,4,0,4,2,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,7,0,1,0,0,1,0,0,0,2,0,0,0,0,0.263036707654,13,5.88,0
8872,4,2,9,115,40.0869565217,4,33,16,1,0,0,4.00869565217,1.86611357176,7,1,0,12.7777777778,6.08783445858,5,12,0,14,0,4,0,0,0,0,0,0,0,0,9,1,0,17,2,7,0,12,4,4,1,0,7,2,2,1,8,1,0,0,0,2.04201798946,37,4.87189189189,0
8873,4,2,9,179,41.2849162011,4,55,24,7,1,1,4.12849162011,1.99443705659,7,5,2,19.8888888889,11.0196233495,8,14,0,7,1,7,0,0,0,0,0,0,2,0,2,0,0,24,1,1,0,9,10,4,0,0,10,4,3,0,4,0,0,0,3,3.39544581163,62,5.29225806452,0.0
8874,4,0,2,42,38.8095238095,0,14,2,2,0,0,3.88095238095,1.72785473859,1,1,1,21.0,21.0,2,5,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,6,0,6,0,0,1,1,0,4,1,0,1,0,1,0.734114168799,20,5.267,0.0
8875,4,1,2,31,48.3870967742,1,13,5,4,0,0,4.83870967742,1.98488915213,2,1,0,15.5,4.5,0,9,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,1,0,0,0,1,0,0,4,0,0,0,2,0.170913600882,14,5.40285714286,0.0
8876,4,2,8,175,47.0857142857,13,75,31,13,6,4,4.70857142857,2.48921483127,7,6,2,22.125,10.6821989777,2,10,0,9,0,3,0,0,0,0,0,0,0,0,1,0,0,17,4,5,0,4,4,4,0,0,1,2,3,0,9,1,0,0,2,1.89097418655,67,5.67507462687,0
8877,4,0,4,71,44.5070422535,3,26,14,6,2,0,4.45070422535,2.31633165892,2,2,2,17.75,13.460590626,5,13,1,11,0,0,0,0,0,0,0,0,0,0,4,0,0,12,10,1,0,2,2,1,0,0,1,0,0,1,6,0,0,0,2,0.999081084136,27,5.39851851852,0.0
8878,4,1,3,48,39.1666666667,0,14,4,2,0,0,3.91666666667,1.96602345534,2,2,1,16.0,12.0277457018,2,5,0,8,2,1,0,0,0,0,0,0,2,0,1,0,0,6,1,0,0,9,0,0,0,0,0,1,0,0,6,0,0,0,1,0.80170961522,16,5.366875,0
8879,4,1,7,87,43.4482758621,4,31,16,3,0,0,4.34482758621,1.99317198529,6,1,0,12.5714285714,6.16110247224,2,10,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,10,0,1,0,0,4,1,1,3,6,0,0,0,4,1.17611092334,35,5.35942857143,0
8880,4,1,3,34,48.2352941176,4,14,7,2,0,0,4.82352941176,2.23566935588,2,1,0,11.3333333333,8.17856276426,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0.22251824448,10,4.865,0
8881,4,3,10,164,45.4268292683,17,72,32,7,1,0,4.54268292683,2.07335006398,7,6,1,16.8,9.37869927015,1,7,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,6,1,1,0,2,1,0,0,0,1,0,0,0,3,0,0,0,0,2.14316724279,53,5.86301886792,0
8882,4,1,3,50,41.8,0,15,8,2,0,0,4.18,1.97628800677,3,1,0,16.6666666667,3.29983164554,2,7,0,7,2,1,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,4,1,3,0,0,0,3,1,3,3,0,0,0,0,1.0521490808,20,5.9705,0
8883,4,1,3,81,41.8518518519,3,28,8,3,0,0,4.18518518519,1.76855245265,2,1,1,27.0,27.0678160675,1,12,0,12,1,2,0,0,0,0,0,0,1,0,2,1,0,17,1,3,0,6,2,3,0,0,5,0,2,1,3,0,0,0,3,1.0238777157,35,5.25542857143,0
8884,4,1,3,40,43.75,4,18,5,0,0,0,4.375,1.76413703753,1,1,1,13.3333333333,15.4560308258,1,3,0,5,0,2,0,0,0,0,0,0,0,0,1,2,0,9,1,5,0,5,0,1,0,0,1,1,0,3,0,0,0,0,0,0.358226223209,14,4.77785714286,0
8885,4,3,6,136,45.2205882353,11,54,25,10,2,0,4.52205882353,2.18061123529,5,4,3,23.0,12.4632793972,0,4,0,6,0,3,0,0,0,0,0,0,0,0,3,0,0,6,2,0,0,2,2,4,0,0,1,1,0,1,2,0,0,0,0,2.01723825253,50,5.8034,0
8886,4,1,3,46,43.9130434783,2,13,8,5,1,0,4.39130434783,2.28500679182,2,2,1,15.3333333333,11.115554667,1,2,0,3,1,2,0,0,0,0,0,0,0,0,1,1,0,3,0,1,0,3,0,0,0,0,2,0,2,0,0,0,1,0,0,1.15031740324,18,5.80333333333,0
8887,4,1,5,88,40.7954545455,6,27,10,2,0,0,4.07954545455,1.71686422862,4,2,1,17.6,12.3060960503,2,15,0,8,1,6,0,0,0,0,0,0,0,0,2,0,0,13,4,1,0,2,1,2,0,0,0,1,1,2,4,0,0,0,2,0.747864552681,28,5.1675,0.0
8888,4,2,14,176,47.7840909091,16,69,34,21,5,2,4.77840909091,2.53022636429,9,3,1,12.8571428571,9.02264724265,1,10,0,3,2,5,0,0,0,0,0,0,0,0,2,0,0,14,1,0,0,0,1,3,0,0,0,0,1,1,3,0,1,0,0,1.8966202689,70,5.68114285714,0
8889,4,1,6,115,39.3043478261,3,32,9,2,0,0,3.93043478261,1.57681523982,5,4,2,19.3333333333,9.60324019393,2,9,0,8,1,3,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,12,1,3,0,0,2,2,2,5,4,0,0,0,2,1.79729925841,47,5.36340425532,0
8890,4,2,7,105,46.1904761905,7,43,25,7,0,0,4.61904761905,2.20306147292,5,2,0,15.0,7.19126454209,3,7,0,7,3,6,0,0,0,0,0,0,0,0,1,0,0,13,2,2,0,3,3,5,0,0,0,5,1,0,7,0,0,0,3,1.53870948619,38,6.07763157895,0
8891,4,3,7,133,44.7368421053,10,54,23,7,4,0,4.47368421053,2.35674064659,6,3,1,19.0,13.1366444944,3,15,0,14,0,3,0,0,0,0,0,0,0,0,5,0,0,16,1,0,0,1,0,3,0,0,0,11,0,0,9,0,0,0,2,3.45067782118,50,5.5254,0
8892,4,1,6,79,47.9746835443,4,35,13,5,2,0,4.79746835443,1.93072157918,3,2,1,13.1666666667,8.97063109387,1,9,0,8,1,0,0,0,0,0,0,0,0,0,3,1,0,13,5,3,0,9,1,4,0,1,4,2,1,2,4,0,1,0,5,0.365108589169,44,5.41681818182,0
8893,4,2,6,54,40.5555555556,0,12,8,3,0,0,4.05555555556,2.04124145232,1,1,0,9.0,7.28010988928,1,5,0,6,2,3,0,0,0,0,0,0,0,0,5,0,0,11,1,1,0,6,4,1,0,0,4,0,0,0,1,0,0,0,0,0.50664366879,23,5.46565217391,0
8894,4,1,8,55,42.7272727273,5,14,8,5,0,0,4.27272727273,2.0042043351,2,0,0,6.875,4.45638586749,1,7,0,6,3,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,5,2,1,0,0,0,2,0,1,1,0,0,0,0,0.722526128485,23,5.37695652174,0
8895,4,2,10,175,43.7714285714,6,62,28,13,2,0,4.37714285714,2.15106037929,9,4,2,17.5,8.70919054792,4,14,0,12,2,6,0,0,0,0,0,0,0,0,5,1,0,25,0,0,0,6,5,4,0,0,1,6,1,0,6,0,0,0,1,2.34098784785,65,5.752,0.0
8896,4,2,7,89,49.1011235955,6,44,26,8,0,0,4.91011235955,2.32398780234,4,1,1,12.7142857143,8.64728340024,3,7,0,10,0,1,0,0,0,0,0,0,0,0,4,0,0,14,1,3,0,2,3,2,0,0,1,0,0,0,7,1,0,0,0,0.777394354806,30,6.25833333333,0
8897,4,1,4,92,45.4347826087,6,42,12,3,0,0,4.54347826087,1.77536898179,3,2,2,23.0,17.930421077,1,5,2,3,0,1,0,0,0,0,0,0,0,0,2,1,0,6,2,0,0,0,1,2,0,0,1,1,0,0,1,0,0,0,3,0.645131853844,46,4.62282608696,0
8898,4,1,7,140,38.6428571429,2,35,7,2,0,0,3.86428571429,1.43547407398,5,5,3,20.0,12.0,9,12,0,4,5,4,0,0,0,0,0,0,1,0,2,0,0,15,2,0,0,18,0,9,1,0,2,3,2,5,7,0,1,0,3,2.18065025366,58,5.21706896552,0
8899,4,0,3,34,46.1764705882,3,15,8,1,0,0,4.61764705882,1.87511140489,2,0,0,11.3333333333,8.0553639824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327647207202,11,5.18181818182,0
8900,4,2,9,149,39.3288590604,5,38,18,4,2,0,3.93288590604,1.91602216574,7,3,1,16.5555555556,10.1883496768,3,9,0,6,2,1,0,0,0,0,0,0,2,0,2,1,0,13,0,0,0,9,1,3,0,0,0,3,0,4,3,0,0,0,2,4.74148807641,64,5.44609375,0
8901,4,0,4,36,43.6111111111,1,14,3,1,0,0,4.36111111111,1.69288895556,2,1,0,9.0,7.44983221288,1,4,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,6,2,1,0,3,0,4,0,0,2,2,0,1,2,0,0,0,1,0.222586232244,18,5.265,0
8902,4,2,7,155,44.3870967742,7,59,26,9,2,1,4.43870967742,2.31338249842,6,5,3,22.2857142857,10.8590223937,0,5,0,4,0,1,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,2,0,0,0,0,0,1,0,0,5,0,0,0,1,4.26659601671,55,5.826,0.0
8903,4,2,9,177,42.0338983051,3,57,22,5,2,0,4.20338983051,1.90793493508,8,6,2,19.7777777778,8.12099853983,8,18,0,14,5,1,0,0,0,0,0,0,1,0,6,0,0,27,1,1,0,8,4,11,0,0,0,2,0,1,9,0,0,0,1,2.63818417459,69,5.82231884058,0
